TotalCores,MatrixSize,Time,Speedup,Eficiencia
1,100,673.3333333333334,1.0,1.0
1,200,6290.5,1.0,1.0
1,300,21779.5,1.0,1.0
1,400,54148.4,1.0,1.0
1,500,103839.73333333334,1.0,1.0
1,600,183221.8,1.0,1.0
1,700,290019.6,1.0,1.0
1,800,466453.36666666664,1.0,1.0
1,900,683314.2,1.0,1.0
1,1000,1240992.5,1.0,1.0
2,100,338.5,1.9891678975873954,0.9945839487936977
2,200,3133.6000000000004,2.007435537401072,1.003717768700536
2,300,10904.9,1.9972214325670112,0.9986107162835056
2,400,27489.266666666666,1.9698015467855334,0.9849007733927667
2,500,52248.350000000006,1.9874260782078923,0.9937130391039461
2,600,92420.61666666667,1.9824775748989627,0.9912387874494814
2,700,152235.83333333334,1.9050679045121874,0.9525339522560937
2,800,242991.7,1.919626747196166,0.959813373598083
2,900,348388.5,1.9613569334234624,0.9806784667117312
2,1000,605869.7166666667,2.0482827675025734,1.0241413837512867
3,100,235.26666666666665,2.8620005667327857,0.9540001889109285
3,200,2125.266666666667,2.959863860221462,0.9866212867404873
3,300,7412.11111111111,2.9383666371853874,0.9794555457284625
3,400,18607.28888888889,2.910063917604571,0.9700213058681904
3,500,35373.78888888889,2.935499322945018,0.978499774315006
3,600,63277.14444444445,2.895544696408726,0.9651815654695753
3,700,102395.11111111111,2.8323578816696977,0.9441192938898992
3,800,167343.54444444444,2.7873998259999935,0.9291332753333311
3,900,224387.8111111111,3.045237602775314,1.0150792009251046
3,1000,408651.1222222222,3.0368018892290114,1.0122672964096704
4,100,176.28333333333336,3.8196085846648384,0.9549021461662096
4,200,1592.5916666666667,3.94985113363438,0.987462783408595
4,300,5646.541666666666,3.857139694650856,0.964284923662714
4,400,14681.808333333334,3.688128789766474,0.9220321974416185
4,500,27820.399999999998,3.7325032470177764,0.9331258117544441
4,600,50549.60833333333,3.6245938601898167,0.9061484650474542
4,700,79152.09999999999,3.6640796643424496,0.9160199160856124
4,800,127259.93333333335,3.665359193964688,0.916339798491172
4,900,173358.94166666665,3.9416149719803415,0.9854037429950854
4,1000,314016.3833333333,3.951999213629141,0.9879998034072852
5,100,142.18666666666667,4.735558889722431,0.9471117779444862
5,200,1291.2133333333334,4.871774351772493,0.9743548703544986
5,300,4488.24,4.852570272534446,0.9705140545068891
5,400,12207.206666666669,4.435773185347889,0.8871546370695779
5,500,23633.833333333336,4.393689837309506,0.8787379674619012
5,600,41976.49333333333,4.364866749231395,0.8729733498462791
5,700,65713.32,4.413406597018686,0.8826813194037373
5,800,107555.58,4.336858828399853,0.8673717656799707
5,900,144512.90666666665,4.728395655179312,0.9456791310358623
5,1000,261979.4333333333,4.7369844426719,0.94739688853438
6,100,121.69444444444446,5.532983337137639,0.9221638895229399
6,200,1093.2277777777779,5.754061621802918,0.9590102703004862
6,300,3741.8944444444446,5.820447456056869,0.9700745760094782
6,400,10588.672222222222,5.113804532201866,0.8523007553669776
6,500,20194.51111111111,5.1419780732498275,0.856996345541638
6,600,36497.38888888888,5.020134469284713,0.8366890782141189
6,700,56873.6388888889,5.099367750437006,0.8498946250728343
6,800,93659.81666666665,4.980293398680936,0.830048899780156
6,900,124775.37777777779,5.476354487316941,0.9127257478861569
6,1000,220132.29444444447,5.637484963902892,0.9395808273171488
7,100,108.67619047619048,6.195776005608623,0.8851108579440891
7,200,936.6857142857144,6.715699731576378,0.9593856759394825
7,300,3225.595238095238,6.752087100941133,0.9645838715630191
7,400,9528.49523809524,5.682786069253926,0.8118265813219895
7,500,18043.466666666667,5.754976870667869,0.8221395529525527
7,600,33177.695238095235,5.522439056876421,0.7889198652680601
7,700,51149.723809523806,5.670013020598166,0.8100018600854523
