TotalCores,MatrixSize,SingleCore,Time
8,900,4,52694.2
8,900,5,52688.566666666666
8,900,6,52694.433333333334
8,900,7,52697.23333333333
8,1000,0,70316.03333333334
8,1000,1,70317.53333333334
8,1000,2,70314.33333333333
8,1000,3,70312.6
8,1000,4,70318.63333333333
8,1000,5,70314.7
8,1000,6,70313.33333333333
8,1000,7,70314.43333333333
9,100,0,155.33333333333334
9,100,1,152.96666666666667
9,100,2,153.03333333333333
9,100,3,153.2
9,100,4,153.0
9,100,5,153.0
9,100,6,153.46666666666667
9,100,7,153.43333333333334
9,100,8,153.03333333333333
9,200,0,1026.4666666666667
9,200,1,1026.0333333333333
9,200,2,1025.1
9,200,3,1024.7
9,200,4,1024.8666666666666
9,200,5,1024.7666666666667
9,200,6,1024.6333333333334
9,200,7,1024.7
9,200,8,1024.8333333333333
9,300,0,3006.5666666666666
9,300,1,3005.0
9,300,2,3005.366666666667
9,300,3,3005.1
9,300,4,3005.8
9,300,5,3007.0
9,300,6,3005.633333333333
9,300,7,3005.0666666666666
9,300,8,3007.6666666666665
9,400,0,6761.733333333334
9,400,1,6758.6
9,400,2,6763.5
9,400,3,6756.866666666667
9,400,4,6764.833333333333
9,400,5,6767.666666666667
9,400,6,6769.633333333333
9,400,7,6769.5
9,400,8,6766.566666666667
9,500,0,11594.566666666668
9,500,1,11597.966666666667
9,500,2,11595.1
9,500,3,11595.166666666666
9,500,4,11599.6
9,500,5,11598.066666666668
9,500,6,11603.366666666667
9,500,7,11600.866666666667
9,500,8,11604.4
9,600,0,17669.7
9,600,1,17667.066666666666
9,600,2,17660.0
9,600,3,17664.166666666668
9,600,4,17663.3
9,600,5,17662.8
9,600,6,17659.266666666666
9,600,7,17665.1
9,600,8,17662.766666666666
9,700,0,25837.066666666666
9,700,1,25820.333333333332
9,700,2,25816.266666666666
9,700,3,25821.166666666668
9,700,4,25814.7
9,700,5,25824.0
9,700,6,25820.033333333333
9,700,7,25818.666666666668
9,700,8,25827.2
9,800,0,35507.96666666667
9,800,1,35490.066666666666
9,800,2,35492.13333333333
9,800,3,35495.26666666667
9,800,4,35494.76666666667
9,800,5,35492.2
9,800,6,35487.46666666667
9,800,7,35497.0
9,800,8,35496.4
9,900,0,46278.53333333333
9,900,1,46267.03333333333
9,900,2,46267.53333333333
9,900,3,46266.166666666664
9,900,4,46266.03333333333
9,900,5,46261.63333333333
9,900,6,46264.9
9,900,7,46261.73333333333
9,900,8,46265.0
9,1000,0,64092.333333333336
9,1000,1,64094.066666666666
9,1000,2,64091.333333333336
9,1000,3,64091.666666666664
9,1000,4,64083.666666666664
9,1000,5,64087.4
9,1000,6,64087.3
9,1000,7,64087.76666666667
9,1000,8,64082.76666666667
10,100,0,152.5
10,100,1,151.76666666666668
10,100,2,150.43333333333334
10,100,3,150.93333333333334
10,100,4,150.43333333333334
10,100,5,150.83333333333334
10,100,6,150.4
10,100,7,150.6
10,100,8,150.73333333333332
10,100,9,150.46666666666667
10,200,0,932.7
10,200,1,931.3333333333334
10,200,2,931.0333333333333
10,200,3,931.0666666666667
10,200,4,931.3666666666667
10,200,5,931.1
10,200,6,931.1666666666666
10,200,7,931.9333333333333
10,200,8,931.7
10,200,9,931.3666666666667
10,300,0,2635.0333333333333
10,300,1,2633.9333333333334
10,300,2,2633.5
10,300,3,2633.2
10,300,4,2633.6
10,300,5,2633.9666666666667
10,300,6,2633.766666666667
10,300,7,2633.633333333333
10,300,8,2633.5666666666666
10,300,9,2633.733333333333
10,400,0,5033.266666666666
10,400,1,5029.933333333333
10,400,2,5032.833333333333
10,400,3,5033.1
10,400,4,5032.333333333333
10,400,5,5033.133333333333
10,400,6,5032.3
10,400,7,5033.2
10,400,8,5033.766666666666
10,400,9,5034.5
10,500,0,10378.033333333333
10,500,1,10376.7
10,500,2,10376.0
