TotalCores,MatrixSize,SingleCore,Time
8,600,1,26548.733333333334
8,600,2,26548.3
8,600,3,26548.533333333333
8,600,4,26548.533333333333
8,600,5,26548.5
8,600,6,26548.566666666666
8,600,7,26549.066666666666
8,700,0,42775.13333333333
8,700,1,42774.53333333333
8,700,2,42774.53333333333
8,700,3,42774.333333333336
8,700,4,42774.433333333334
8,700,5,42774.36666666667
8,700,6,42774.63333333333
8,700,7,42774.13333333333
8,800,0,64250.833333333336
8,800,1,64250.666666666664
8,800,2,64250.433333333334
8,800,3,64250.5
8,800,4,64250.73333333333
8,800,5,64250.566666666666
8,800,6,64250.4
8,800,7,64250.9
8,900,0,92224.53333333334
8,900,1,92223.93333333333
8,900,2,92223.83333333333
8,900,3,92223.6
8,900,4,92223.7
8,900,5,92223.73333333334
8,900,6,92223.93333333333
8,900,7,92223.6
8,1000,0,129003.63333333333
8,1000,1,129003.8
8,1000,2,129003.8
8,1000,3,129003.96666666666
8,1000,4,129003.73333333334
8,1000,5,129003.83333333333
8,1000,6,129003.73333333334
8,1000,7,129003.7
9,100,0,94.96666666666667
9,100,1,95.0
9,100,2,94.96666666666667
9,100,3,95.0
9,100,4,95.06666666666666
9,100,5,95.0
9,100,6,94.96666666666667
9,100,7,94.83333333333333
9,100,8,94.83333333333333
9,200,0,779.4
9,200,1,779.5333333333333
9,200,2,779.4
9,200,3,779.4
9,200,4,779.4333333333333
9,200,5,779.6333333333333
9,200,6,779.4666666666667
9,200,7,779.2333333333333
9,200,8,779.3666666666667
9,300,0,2624.1666666666665
9,300,1,2624.1
9,300,2,2624.1666666666665
9,300,3,2624.3333333333335
9,300,4,2624.1
9,300,5,2624.2
9,300,6,2624.9666666666667
9,300,7,2623.866666666667
9,300,8,2623.8
9,400,0,6923.766666666666
9,400,1,6923.833333333333
9,400,2,6924.0
9,400,3,6923.966666666666
9,400,4,6923.833333333333
9,400,5,6923.866666666667
9,400,6,6923.833333333333
9,400,7,6923.633333333333
9,400,8,6923.466666666666
9,500,0,13784.766666666666
9,500,1,13784.566666666668
9,500,2,13784.4
9,500,3,13784.466666666667
9,500,4,13784.566666666668
9,500,5,13784.366666666667
9,500,6,13784.4
9,500,7,13784.533333333333
9,500,8,13784.433333333332
9,600,0,23903.933333333334
9,600,1,23903.7
9,600,2,23903.666666666668
9,600,3,23903.866666666665
9,600,4,23903.766666666666
9,600,5,23903.9
9,600,6,23903.5
9,600,7,23903.233333333334
9,600,8,23903.533333333333
9,700,0,38233.933333333334
9,700,1,38233.53333333333
9,700,2,38233.53333333333
9,700,3,38233.333333333336
9,700,4,38233.666666666664
9,700,5,38233.433333333334
9,700,6,38233.46666666667
9,700,7,38233.23333333333
9,700,8,38233.2
9,800,0,57465.96666666667
9,800,1,57466.03333333333
9,800,2,57465.96666666667
9,800,3,57465.73333333333
9,800,4,57466.0
9,800,5,57466.0
9,800,6,57465.8
9,800,7,57466.13333333333
9,800,8,57465.53333333333
9,900,0,82135.7
9,900,1,82135.73333333334
9,900,2,82135.6
9,900,3,82135.23333333334
9,900,4,82135.5
9,900,5,82135.73333333334
9,900,6,82135.63333333333
9,900,7,82135.63333333333
9,900,8,82135.46666666666
9,1000,0,116061.33333333333
9,1000,1,116060.43333333333
9,1000,2,116060.43333333333
9,1000,3,116060.43333333333
9,1000,4,116060.5
9,1000,5,116060.53333333334
9,1000,6,116060.43333333333
9,1000,7,116060.23333333334
9,1000,8,116060.26666666666
10,100,0,80.6
10,100,1,80.8
10,100,2,80.83333333333333
10,100,3,80.96666666666667
10,100,4,81.13333333333334
10,100,5,81.16666666666667
10,100,6,81.1
10,100,7,80.63333333333334
10,100,8,80.76666666666667
10,100,9,80.73333333333333
10,200,0,684.0666666666667
10,200,1,684.2666666666667
