TotalCores,MatrixSize,Time,Speedup,Eficiencia
1,100,955.7333333333333,1.0,1.0
1,200,6401.8,1.0,1.0
1,300,25305.7,1.0,1.0
1,400,65672.8,1.0,1.0
1,500,133733.1,1.0,1.0
1,600,235960.33333333334,1.0,1.0
1,700,384253.0333333333,1.0,1.0
1,800,583143.4,1.0,1.0
1,900,844753.5666666667,1.0,1.0
1,1000,1161347.7333333334,1.0,1.0
2,100,423.1333333333333,2.2587048999527335,1.1293524499763667
2,200,3378.2,1.8950328577348885,0.9475164288674442
2,300,13198.366666666667,1.9173357309364039,0.9586678654682019
2,400,33267.98333333334,1.9740541331279973,0.9870270665639986
2,500,68190.21666666667,1.9611772265474054,0.9805886132737027
2,600,121485.56666666667,1.9422910869796057,0.9711455434898029
2,700,196884.06666666665,1.95167155899868,0.97583577949934
2,800,301999.4,1.9309422469051263,0.9654711234525631
2,900,430990.01666666666,1.9600304740237409,0.9800152370118704
2,1000,598929.4333333333,1.9390393403607982,0.9695196701803991
3,100,276.25555555555553,3.459598600329808,1.1531995334432692
3,200,2390.888888888889,2.6775815596245,0.8925271865415
3,300,8898.655555555555,2.843766661380808,0.9479222204602693
3,400,22734.94444444445,2.8886281275276184,0.9628760425092061
3,500,46501.74444444445,2.875872756983788,0.9586242523279292
3,600,82087.7,2.8744907377516165,0.9581635792505389
3,700,133737.04444444444,2.8731981847629022,0.9577327282543008
3,800,204070.9777777778,2.8575518496070105,0.9525172832023369
3,900,291930.01111111115,2.8936852482259727,0.9645617494086576
3,1000,406994.06666666665,2.853475832817219,0.9511586109390731
4,100,226.99166666666665,4.2104335695143,1.052608392378575
4,200,1780.575,3.59535543293599,0.8988388582339975
4,300,6673.658333333334,3.7918782676667844,0.9479695669166961
4,400,17130.183333333334,3.833747644265337,0.9584369110663342
4,500,34692.41666666667,3.8548222594274923,0.9637055648568731
4,600,61896.33333333333,3.812185966858565,0.9530464917146413
4,700,100719.225,3.8150912433384323,0.9537728108346081
4,800,153496.83333333334,3.799058178181743,0.9497645445454358
4,900,219870.375,3.8420526943052997,0.9605131735763249
4,1000,305974.98333333334,3.7955643323563653,0.9488910830890913
5,100,210.67333333333335,4.536565298566501,0.9073130597133001
5,200,1489.2066666666665,4.298798913067809,0.8597597826135617
5,300,5444.986666666667,4.647522858947926,0.9295045717895851
5,400,13762.986666666664,4.771696840995754,0.9543393681991509
5,500,27925.666666666668,4.788895520250188,0.9577791040500376
5,600,49715.29333333333,4.746232346478496,0.9492464692956991
5,700,80727.16666666666,4.759897432297678,0.9519794864595357
5,800,123096.93999999999,4.737269667304484,0.9474539334608968
5,900,176555.78666666665,4.784626902439297,0.9569253804878594
5,1000,244362.38666666663,4.752563392325683,0.9505126784651367
6,100,170.6666666666667,5.599999999999999,0.9333333333333331
6,200,1243.3333333333333,5.1489008042895446,0.8581501340482575
6,300,4562.349999999999,5.546637149714512,0.9244395249524188
6,400,11611.52777777778,5.655827661686781,0.9426379436144635
6,500,23449.388888888887,5.70305267372521,0.9505087789542017
6,600,41775.4,5.648308174986555,0.9413846958310925
6,700,68043.58888888889,5.647159998582608,0.9411933330971013
6,800,104543.39444444445,5.5780033076110715,0.9296672179351786
6,900,147580.35555555555,5.724024471188276,0.9540040785313794
6,1000,205817.9222222222,5.642597694089162,0.9404329490148603
7,100,160.7761904761905,5.944495453603056,0.849213636229008
7,200,1109.1190476190475,5.771968314621215,0.824566902088745
7,300,4012.247619047619,6.307113219997817,0.9010161742854024
7,400,10539.447619047618,6.231142501369007,0.8901632144812867
7,500,20375.438095238093,6.563446605413335,0.9376352293447622
7,600,35935.847619047614,6.566154660792355,0.9380220943989078
7,700,58643.77142857143,6.552324722180539,0.9360463888829341
7,800,98132.34285714287,5.942417994125717,0.8489168563036739
